openalex_id,display_name_or_alias,orcid,institutions,n_institutions,n_works_in_input
https://openalex.org/A5103145263,A. Bianconi,https://orcid.org/0000-0001-5647-0624,"Istituto Nazionale di Fisica Nucleare, Sezione di Pavia; University of Brescia",2,1
https://openalex.org/A5020055315,A. Bressan,https://orcid.org/0000-0002-3718-6377,Istituto di Matematica Applicata e Tecnologie Informatiche,1,1
https://openalex.org/A5006250198,A. Canessa,,University of Genoa,1,1
https://openalex.org/A5084219469,A. Cirone,https://orcid.org/0000-0003-4299-8609,Ospedale Policlinico San Martino,1,1
https://openalex.org/A5030529276,A. Ferrari,https://orcid.org/0000-0003-2887-5311,,0,1
https://openalex.org/A5103369751,A. Ferretto Parodi,,,0,1
https://openalex.org/A5090911176,A. Massone,,Azienda Sanitaria Locale N. 2 Savonese; Ospedale Santa Corona,2,1
https://openalex.org/A5045540364,A. Pascual Bellosta,,University of Genoa,1,1
https://openalex.org/A5101417027,A. Pilloni,https://orcid.org/0000-0003-4257-0928,"Istituto Nazionale di Fisica Nucleare, Sezione di Catania; University of Messina",2,1
https://openalex.org/A5084593936,Abdellatif Soussi,https://orcid.org/0000-0001-7418-5472,University of Genoa,1,1
https://openalex.org/A5056678303,Abrham Shiferaw Alemaw,,,0,1
https://openalex.org/A3195337798,Abrham Shiferaw Alemaw,,University of Genoa,1,1
https://openalex.org/A5037588502,Adnane Cabani,https://orcid.org/0000-0001-5948-8950,Université de Rouen Normandie; École Supérieure d'Ingénieurs en Génie Électrique,2,1
https://openalex.org/A2155851061,Agostino Bruzzone,,,0,1
https://openalex.org/A5082041202,Aicha Diakite,https://orcid.org/0000-0002-8315-3891,,0,1
https://openalex.org/A5049925516,Alberto Carlevaro,https://orcid.org/0000-0002-7206-5511,"Institute of Electronics, Computer and Telecommunication Engineering",1,1
https://openalex.org/A5072707307,Alberto Parmiggiani,https://orcid.org/0000-0003-1677-9381,Italian Institute of Technology,1,1
https://openalex.org/A5027744805,Alberto Serventi,https://orcid.org/0000-0003-3807-995X,Presidio Ospedaliero,1,1
https://openalex.org/A5108322256,Alejandro Guzmán,,Universitat de Barcelona,1,1
https://openalex.org/A5004997185,Alessandra Cinini,,Institute for Computational Linguistics “A. Zampolli”; National Research Council,2,1
https://openalex.org/A5019426146,Alessandra Sciutti,https://orcid.org/0000-0002-1056-3398,Italian Institute of Technology; University of Genoa,2,1
https://openalex.org/A5118867838,Alessandro Alessi,,,0,1
https://openalex.org/A5083539729,Alessandro Carfì,https://orcid.org/0000-0001-9208-6910,University of Genoa,1,1
https://openalex.org/A5104174066,Alessandro Pesaresi,https://orcid.org/0000-0002-4632-1710,University of Turin,1,1
https://openalex.org/A5020143872,Alessandro Reali,https://orcid.org/0000-0002-0639-7067,Istituto di Matematica Applicata e Tecnologie Informatiche; University of Pavia,2,1
https://openalex.org/A5106970068,Alessia Giulianetti,,,0,1
https://openalex.org/A5025841474,Alessia Paglialonga,https://orcid.org/0000-0002-1341-2560,"Institute of Electronics, Computer and Telecommunication Engineering",1,1
https://openalex.org/A3178858794,Alessia Polito,https://orcid.org/0000-0002-9392-5269,,0,1
https://openalex.org/A5077706486,Alessia Polito,https://orcid.org/0000-0002-9392-5269,Italian Institute of Technology; University of Padua,2,1
https://openalex.org/A5103233952,Alessia Tani,https://orcid.org/0000-0001-7992-0237,University of Florence,1,1
https://openalex.org/A5084325263,Alessio Fumagalli,https://orcid.org/0000-0003-3039-5309,,0,1
https://openalex.org/A2582390256,Alessio Paolo Buccino,https://orcid.org/0000-0003-3661-527X,,0,1
https://openalex.org/A5058952985,Alex Coppola,https://orcid.org/0000-0002-3811-4260,Italian Institute of Technology,1,1
https://openalex.org/A5062059261,Alexandre Mignot,https://orcid.org/0000-0002-1380-9488,,0,1
https://openalex.org/A5006030886,Alexey Petrushin,,Italian Institute of Technology,1,1
https://openalex.org/A5014884119,Alfredo Costa,https://orcid.org/0000-0001-7312-8011,,0,1
https://openalex.org/A5101895582,Ali Yousefi,,University of Genoa,1,1
https://openalex.org/A5027729180,Alice Fantazzini,https://orcid.org/0000-0001-5688-9003,Camelot Biomedical Systems (Italy),1,1
https://openalex.org/A5106865538,Alice Giusto,https://orcid.org/0009-0008-3497-8775,Instituto di Biofisica,1,1
https://openalex.org/A5099024055,Alice Parey,,IMT Atlantique,1,1
https://openalex.org/A5000720206,Alice Tarzariol,https://orcid.org/0000-0001-6586-3649,University of Klagenfurt,1,1
https://openalex.org/A5002009234,Alireza Tehrani,https://orcid.org/0000-0003-1308-8614,Queen's University,1,1
https://openalex.org/A5083285687,Ambra Bisio,https://orcid.org/0000-0002-9385-1714,University of Genoa,1,1
https://openalex.org/A5108184090,Amir H. Rad,,Italian Institute of Technology; University of Genoa,2,1
https://openalex.org/A5090811473,Ana Tanevska,https://orcid.org/0000-0002-2628-4123,Uppsala University,1,1
https://openalex.org/A5080653111,Anastasia Lechiara,https://orcid.org/0000-0002-7839-640X,Ospedale Policlinico San Martino,1,1
https://openalex.org/A5082553246,Andrea Bianconi,https://orcid.org/0000-0002-1014-0731,Ospedale Policlinico San Martino,1,1
https://openalex.org/A5048147683,Andrea Diociasi,https://orcid.org/0000-0002-5986-0406,Ospedale Policlinico San Martino,1,1
https://openalex.org/A5079463197,Andrea Donniaquio,https://orcid.org/0000-0002-9353-8314,Ente Ospedaliero Ospedali Galliera,1,1
https://openalex.org/A5004963579,Andrea Gerbi,https://orcid.org/0000-0002-7323-2908,Superconducting and other Innovative Materials and Devices Institute,1,1
https://openalex.org/A5023331896,Andrea Lanfranchi,https://orcid.org/0000-0003-3642-2611,University of Genoa,1,1
https://openalex.org/A5022202758,Andrea Lira‐Loarca,https://orcid.org/0000-0003-2251-6684,University of Genoa,1,1
https://openalex.org/A5070936689,Andrea Nadalini,https://orcid.org/0000-0001-8859-9449,Institute for Computational Linguistics “A. Zampolli”; National Research Council,2,1
https://openalex.org/A5032260133,Andrea Orlando,https://orcid.org/0000-0002-6347-6618,,0,1
https://openalex.org/A5062498938,Andrea P. Reverberi,https://orcid.org/0000-0002-8081-931X,University of Genoa,1,1
https://openalex.org/A5055762214,Andrea Raffo,https://orcid.org/0000-0003-3559-0533,University of Oslo,1,1
https://openalex.org/A5120037337,Andrea Senacheribbe,,Italian Institute of Technology,1,1
https://openalex.org/A5073846948,Andrea Tiranti,https://orcid.org/0009-0008-0745-5346,University of Genoa,1,1
https://openalex.org/A5020169443,Andrea Vian,,University of Genoa,1,1
https://openalex.org/A5091729487,Angela Maria Tomasoni,https://orcid.org/0000-0002-2097-3964,University of Genoa,1,1
https://openalex.org/A3211077639,Angela-Tafadzwa Shumba,https://orcid.org/0000-0002-5888-7180,,0,1
https://openalex.org/A5107491892,Angelica Fasan,https://orcid.org/0009-0005-1303-5012,Institute of Condensed Matter Chemistry and Technologies for Energy; National Research Council,2,1
https://openalex.org/A5067865798,Angelo Carfì,https://orcid.org/0000-0002-9837-7003,University of Genoa,1,1
https://openalex.org/A5055299558,Angelo Serani,https://orcid.org/0000-0002-8734-6543,Italian Institute of Technology,1,1
https://openalex.org/A5089140181,Angelo Velle,https://orcid.org/0000-0002-4010-6390,,0,1
https://openalex.org/A5020342643,Anna Boccaccio,https://orcid.org/0000-0002-6219-2285,National Research Council,1,1
https://openalex.org/A5046157141,Anna Franca Cavaliere,https://orcid.org/0000-0001-7484-5573,Italian Institute of Technology,1,1
https://openalex.org/A5082237259,Anna Pellegrino,https://orcid.org/0000-0001-8779-4613,,0,1
https://openalex.org/A2006117197,Anna Sciomachen,https://orcid.org/0000-0001-7934-6992,,0,1
https://openalex.org/A5004450046,Anna Sciomachen,https://orcid.org/0000-0001-7934-6992,University of Genoa,1,1
https://openalex.org/A5003964675,Annalisa Barla,https://orcid.org/0000-0002-3436-035X,Ingegneria dei Sistemi (Italy); University of Genoa,2,1
https://openalex.org/A5005266012,Annalisa Griffa,https://orcid.org/0000-0001-7296-531X,Istituto di Scienze Marine del Consiglio Nazionale delle Ricerche; National Research Council,2,1
https://openalex.org/A5092620880,Annalisa Marzi,,Ospedale Policlinico San Martino; University of Genoa,2,1
https://openalex.org/A5029667228,Anne Molcard,https://orcid.org/0000-0001-7376-0973,Centre National de la Recherche Scientifique; Institut de Recherche pour le Développement; Université de Toulon,3,1
https://openalex.org/A5023506431,Antoine Poteau,https://orcid.org/0000-0002-0519-5180,Centre National de la Recherche Scientifique; Laboratoire d’Océanographie de Villefranche; Sorbonne Université,3,1
https://openalex.org/A5052504843,Antonella Galizia,https://orcid.org/0000-0003-1672-3281,Istituto di Matematica Applicata e Tecnologie Informatiche,1,1
https://openalex.org/A5043399255,Antonella Liantonio,https://orcid.org/0000-0002-4103-7577,University of Bari Aldo Moro,1,1
https://openalex.org/A5043476001,Antonella Tatarelli,https://orcid.org/0000-0002-1315-1743,Italian Institute of Technology,1,1
https://openalex.org/A5048060039,Antonino Fulci,https://orcid.org/0000-0002-3801-725X,"Istituto Nazionale di Fisica Nucleare, Sezione di Catania; University of Messina",2,1
https://openalex.org/A5036201315,Antonio Altana,https://orcid.org/0000-0003-2568-4018,Free University of Bozen-Bolzano,1,1
https://openalex.org/A225233962,Antonio Bicchi,https://orcid.org/0000-0001-8635-5571,,0,1
https://openalex.org/A5075073655,Antonio Novellino,https://orcid.org/0000-0002-3263-5583,,0,1
https://openalex.org/A5053560008,Antonio Parodi,https://orcid.org/0000-0002-8505-0634,CIMA Research Foundation,1,1
https://openalex.org/A5059143303,Antonio Pievatolo,,,0,1
https://openalex.org/A1540453699,Antonio Qualtieri,https://orcid.org/0000-0002-2207-8111,,0,1
https://openalex.org/A5006199824,Antonio Sgorbissa,https://orcid.org/0000-0001-7789-4311,University of Genoa,1,1
https://openalex.org/A5082528518,Anuradha M. Annaswamy,https://orcid.org/0000-0002-4354-0459,Massachusetts Institute of Technology,1,1
https://openalex.org/A5070028115,Arash Ajoudani,https://orcid.org/0000-0002-1261-737X,Italian Institute of Technology,1,1
https://openalex.org/A5014474553,Artemis Ioannou,https://orcid.org/0000-0002-0055-4981,Laboratoire de Météorologie Dynamique,1,1
https://openalex.org/A5002265731,Arumugam Nallanathan,https://orcid.org/0000-0001-8337-5884,Queen Mary University of London,1,1
https://openalex.org/A5030715644,Atm S. Alam,https://orcid.org/0000-0002-8299-754X,Queen Mary University of London,1,1
https://openalex.org/A5090115700,Atsushi Tatsuma,,"National Institute of Technology, Tsuyama College",1,1
https://openalex.org/A5114372046,Aurora Freccero,,University of Genoa,1,1
https://openalex.org/A5011257448,Ausonio Tuissi,https://orcid.org/0000-0003-2813-4257,Institute of Condensed Matter Chemistry and Technologies for Energy; National Research Council,2,1
https://openalex.org/A5035427970,Avadesh Meduri,https://orcid.org/0000-0001-7742-3130,New York University,1,1
https://openalex.org/A5055751982,Aziz Guergachi,https://orcid.org/0000-0001-9785-9097,Toronto Metropolitan University,1,1
https://openalex.org/A5106376520,Barbara Spagnola,,Center for Biomolecular Nanotechnologies; Italian Institute of Technology,2,1
https://openalex.org/A5003677392,Barbara Spagnolo,https://orcid.org/0000-0001-7377-2819,Center for Biomolecular Nanotechnologies; Italian Institute of Technology,2,1
https://openalex.org/A5066165192,Barbara Vercelli,https://orcid.org/0000-0003-1549-7032,Institute of Condensed Matter Chemistry and Technologies for Energy; National Research Council,2,1
https://openalex.org/A5031574778,Beata Koszarna,https://orcid.org/0000-0003-4716-7169,Institute of Organic Chemistry; Polish Academy of Sciences,2,1
https://openalex.org/A5094114905,Beatrice Maddalena Scotto,https://orcid.org/0009-0005-3496-6844,University of Genoa,1,1
https://openalex.org/A5090308884,Benedetta Guagnini,https://orcid.org/0000-0002-0061-9124,University of Trieste,1,1
https://openalex.org/A5043679513,Bernardo L. Sabatini,https://orcid.org/0000-0003-0095-9177,Harvard University; Howard Hughes Medical Institute,2,1
https://openalex.org/A2106656113,Bertini F,https://orcid.org/0000-0002-5743-0314,University of Palermo,1,1
https://openalex.org/A5099844150,Bianca Zumbo,https://orcid.org/0009-0008-9660-7873,University of Trieste,1,1
https://openalex.org/A5052715837,Bruno Fabiano,https://orcid.org/0000-0002-5646-2568,University of Genoa,1,1
https://openalex.org/A2486763994,C La Corte,,University of Palermo,1,1
https://openalex.org/A5021304503,C. Catalano,,Centre National de la Recherche Scientifique; Laboratoire d’Océanographie de Villefranche; Sorbonne Université,3,1
https://openalex.org/A5119500887,C. Presicci,https://orcid.org/0009-0000-3981-3285,University of Genoa,1,1
https://openalex.org/A5098958966,Camilla Rinaldi,,Italian Institute of Technology,1,1
https://openalex.org/A5064290852,Camille Depenveiller,https://orcid.org/0009-0002-4553-0526,Conservatoire National des Arts et Métiers,1,1
https://openalex.org/A5069330964,Carlo Alberto Biffi,https://orcid.org/0000-0001-5876-6007,Institute of Condensed Matter Chemistry and Technologies for Energy; National Research Council,2,1
https://openalex.org/A5059154001,Carlo Mantovani,https://orcid.org/0000-0002-0659-6605,Istituto di Scienze Marine del Consiglio Nazionale delle Ricerche; National Research Council,2,1
https://openalex.org/A5089552385,Carlo de Falco,https://orcid.org/0000-0002-9872-1425,Politecnico di Milano,1,1
https://openalex.org/A5069238122,Carlos Beltrán-González,https://orcid.org/0000-0001-6537-2049,Italian Institute of Technology,1,1
https://openalex.org/A5063111867,Carmine Tommaso Recchiuto,https://orcid.org/0000-0001-9550-3740,University of Genoa,1,1
https://openalex.org/A5067916653,Carola Cosentino,https://orcid.org/0000-0001-6009-4350,University of Genoa,1,1
https://openalex.org/A5069546253,Cecilia Marini,https://orcid.org/0000-0003-1682-578X,Institute of Molecular Bioimaging and Physiology; National Research Council,2,1
https://openalex.org/A5037569858,Cecilia Mortalò,https://orcid.org/0000-0002-3320-9527,Institute of Condensed Matter Chemistry and Technologies for Energy; National Research Council,2,1
https://openalex.org/A5042870755,Changhui Lee,https://orcid.org/0000-0001-5665-4001,Kyungpook National University,1,1
https://openalex.org/A5111187200,Chiara Baldini,,,0,1
https://openalex.org/A5120292247,Chiara Centanaro,https://orcid.org/0009-0005-7615-1854,,0,1
https://openalex.org/A5075347225,Chiara Gemelli,https://orcid.org/0000-0003-1911-2726,Ospedale Policlinico San Martino,1,1
https://openalex.org/A5081230228,Chiara Malagoli,https://orcid.org/0000-0001-6872-2315,,0,1
https://openalex.org/A5084089950,Chiara Razzetta,,University of Genoa,1,1
https://openalex.org/A5082717632,Chiara Romualdi,https://orcid.org/0000-0003-4792-9047,University of Padua,1,1
https://openalex.org/A5006268751,Chiara Sassoli,https://orcid.org/0000-0002-1337-0938,University of Florence,1,1
https://openalex.org/A5004581588,Chiara Tacchino,https://orcid.org/0000-0002-4338-5356,,0,1
https://openalex.org/A2099870171,Christian Ott,https://orcid.org/0000-0002-2867-1071,,0,1
https://openalex.org/A5100719415,Chunlei Liu,https://orcid.org/0000-0001-8816-4832,"University of California, Berkeley",1,1
https://openalex.org/A5100409213,Chunyan Li,https://orcid.org/0000-0001-7128-0191,Yunnan Normal University,1,1
https://openalex.org/A5067207542,Cinzia Marte,https://orcid.org/0000-0003-3920-8186,University of Calabria,1,1
https://openalex.org/A5038184262,Clara Leoncini,,Azienda Sanitaria Locale N. 2 Savonese; Ospedale Santa Corona,2,1
https://openalex.org/A5015547547,Claudia La Corte,https://orcid.org/0000-0002-5816-2657,University of Palermo,1,1
https://openalex.org/A5005650401,Claudia Latella,https://orcid.org/0000-0003-4792-4588,Italian Institute of Technology,1,1
https://openalex.org/A5029074670,Claudia Marzi,https://orcid.org/0000-0002-3427-2827,Institute for Computational Linguistics “A. Zampolli”; National Research Council,2,1
https://openalex.org/A5079883886,Claudia Porfirione,https://orcid.org/0000-0002-1270-2523,,0,1
https://openalex.org/A5005813718,Claudio Iuppa,https://orcid.org/0000-0001-9257-2230,,0,1
https://openalex.org/A5078567178,Cláudia Naves David Amorim,https://orcid.org/0000-0001-6769-1983,,0,1
https://openalex.org/A5011282092,Concetta Nobile,https://orcid.org/0000-0002-4779-5301,Istituto di Nanotecnologia,1,1
https://openalex.org/A5038868616,Corrado Sciancalepore,https://orcid.org/0000-0002-8182-6618,University of Parma,1,1
https://openalex.org/A5117540699,Costanza Chiesa,,,0,1
https://openalex.org/A5076579116,Costanza Iester,https://orcid.org/0000-0003-4584-5149,University of Genoa,1,1
https://openalex.org/A5038418968,Cristiana Picco,https://orcid.org/0000-0002-6512-1802,Instituto di Biofisica,1,1
https://openalex.org/A5077463818,Cristiano Petrocelli,,Italian Institute of Technology,1,1
https://openalex.org/A5080681641,Cristina D’Arrigo,https://orcid.org/0000-0002-5352-5287,National Research Council,1,1
https://openalex.org/A5078061890,Cristina Schenone,https://orcid.org/0009-0009-0442-3549,University of Genoa,1,1
https://openalex.org/A5039222038,Curzio Basso,https://orcid.org/0000-0001-6364-6544,Camelot Biomedical Systems (Italy),1,1
https://openalex.org/A2805404623,D Parrinello,,University of Palermo,1,1
https://openalex.org/A5084951692,D. Bouhadjra,https://orcid.org/0000-0002-8983-5084,National Research Council,1,1
https://openalex.org/A5062293219,Daisuke Kihara,https://orcid.org/0000-0003-4091-6614,Purdue University West Lafayette,1,1
https://openalex.org/A5080577220,Daniel Milanese,https://orcid.org/0000-0002-6257-3600,University of Parma,1,1
https://openalex.org/A5063867141,Daniel T. Gryko,https://orcid.org/0000-0002-2146-1282,Institute of Organic Chemistry; Polish Academy of Sciences,2,1
https://openalex.org/A5045709085,Daniela Parrinello,https://orcid.org/0000-0001-9224-7737,University of Palermo,1,1
https://openalex.org/A5119582575,Daniela Treska,,Institute of Condensed Matter Chemistry and Technologies for Energy; National Research Council,2,1
https://openalex.org/A5009204109,Daniele Berardini,https://orcid.org/0000-0001-7009-6317,Marche Polytechnic University,1,1
https://openalex.org/A5059271285,Daniele D. Caviglia,https://orcid.org/0000-0002-2145-1869,University of Genoa,1,1
https://openalex.org/A5002026919,Daniele D’Agostino,https://orcid.org/0000-0003-2649-0071,University of Genoa,1,1
https://openalex.org/A5088238528,Daniele Pretolesi,https://orcid.org/0000-0001-9075-0187,Austrian Institute of Technology,1,1
https://openalex.org/A5081455901,Daniele Pucci,https://orcid.org/0000-0002-7600-3203,Italian Institute of Technology,1,1
https://openalex.org/A5023697599,Danila Merino,https://orcid.org/0000-0002-5098-8550,Italian Institute of Technology,1,1
https://openalex.org/A5006094010,Danilo Caporale,https://orcid.org/0000-0003-2665-3950,Technology Innovation Institute,1,1
https://openalex.org/A5011944996,Danilo Demarchi,https://orcid.org/0000-0001-5374-1679,Polytechnic University of Turin,1,1
https://openalex.org/A5036123913,Danilo Pau,https://orcid.org/0000-0003-1585-2313,STMicroelectronics (Italy),1,1
https://openalex.org/A5044243940,Darwin G. Caldwell,https://orcid.org/0000-0002-6233-9961,,0,1
https://openalex.org/A2562679708,David Martín Gómez,,Universidad Carlos III de Madrid,1,1
https://openalex.org/A5012412084,Davide Barreca,https://orcid.org/0000-0002-8779-3386,Institute of Condensed Matter Chemistry and Technologies for Energy; National Research Council,2,1
https://openalex.org/A5015067373,Davide Chiarella,https://orcid.org/0000-0002-3185-9913,Institute for Computational Linguistics “A. Zampolli”; National Research Council,2,1
https://openalex.org/A5026142537,Davide Comoretto,https://orcid.org/0000-0002-2168-2851,University of Genoa,1,1
https://openalex.org/A5008304428,Davide Giglio,https://orcid.org/0000-0002-5489-4412,University of Genoa,1,1
https://openalex.org/A5119882441,Davide Gorbani,,Italian Institute of Technology,1,1
https://openalex.org/A5109728693,Davide Parodi,,Università Campus Bio-Medico,1,1
https://openalex.org/A5057801251,Denise Galante,https://orcid.org/0000-0002-6326-5888,National Research Council,1,1
https://openalex.org/A5014066848,Djordje Romanić,https://orcid.org/0000-0002-5935-807X,McGill University,1,1
https://openalex.org/A5016029953,Domenico Plantone,https://orcid.org/0000-0001-6666-7244,University of Siena,1,1
https://openalex.org/A5044188312,Donatella Giuranno,https://orcid.org/0000-0002-7241-5032,Institute of Condensed Matter Chemistry and Technologies for Energy; National Research Council,2,1
https://openalex.org/A5114373213,E. Girardo,,University of Genoa,1,1
https://openalex.org/A5082858405,E. Torello,https://orcid.org/0000-0003-0203-0089,University of Genoa,1,1
https://openalex.org/A2572604161,E. Torello,https://orcid.org/0000-0003-0203-0089,University of Genoa,1,1
https://openalex.org/A5106528323,Edemar O. Prado,,,0,1
https://openalex.org/A5074190677,Edoardo Balzani,https://orcid.org/0000-0002-3702-5856,Italian Institute of Technology; Simons Foundation,2,1
https://openalex.org/A5099022517,Edoardo Dighero,,University of Genoa,1,1
https://openalex.org/A5082623681,Elena Angeli,https://orcid.org/0000-0003-4774-2223,University of Genoa,1,1
https://openalex.org/A5058338392,Elena Cid,https://orcid.org/0000-0003-4852-595X,Instituto Cajal,1,1
https://openalex.org/A5090245377,Elena Gatta,https://orcid.org/0000-0002-7073-8399,University of Genoa,1,1
https://openalex.org/A5116190576,Elena Parodi,,,0,1
https://openalex.org/A5049185709,Elena Prosdocimi,https://orcid.org/0000-0002-4358-9375,,0,1
https://openalex.org/A5018249580,Elena Tagliabue,https://orcid.org/0000-0002-9200-197X,Ospedale Policlinico San Martino,1,1
https://openalex.org/A5038325439,Elia Moscoso Thompson,https://orcid.org/0000-0003-1230-8291,,0,1
https://openalex.org/A5001447334,Elisa Castro,https://orcid.org/0000-0003-2884-9295,,0,1
https://openalex.org/A5036889865,Elisa Galofaro,https://orcid.org/0000-0002-6476-5112,University of Genoa,1,1
https://openalex.org/A5054448813,Elisa Gelli,https://orcid.org/0000-0002-1673-4039,Italian Institute of Technology,1,1
https://openalex.org/A5086461038,Elisa Stefanini,https://orcid.org/0000-0003-0033-314X,,0,1
https://openalex.org/A5082323075,Elisabetta Perrone,https://orcid.org/0000-0002-4581-8602,Istituto di Nanotecnologia,1,1
https://openalex.org/A5006196984,Emanuela Barisione,https://orcid.org/0000-0001-5365-134X,Ospedale Policlinico San Martino,1,1
https://openalex.org/A5091459634,Emanuele Alberto Slejko,https://orcid.org/0000-0003-4946-2612,Institute of Materials for Electronics and Magnetism; National Research Council,2,1
https://openalex.org/A5114738810,Emanuele Sessa,,Italian Institute of Technology,1,1
https://openalex.org/A5071785720,Emine Mine Thompson,,National Research Council,1,1
https://openalex.org/A5037373748,Enrico Foti,https://orcid.org/0000-0001-8407-1890,,0,1
https://openalex.org/A5107957106,Enrico Junior Schioppa,,,0,1
https://openalex.org/A5104831321,Enrico Miorin,https://orcid.org/0000-0002-8419-656X,Institute of Condensed Matter Chemistry and Technologies for Energy; National Research Council,2,1
https://openalex.org/A5045959669,Enrico Valli,https://orcid.org/0000-0002-0126-453X,Italian Institute of Technology,1,1
https://openalex.org/A5117579016,Eugen Rusakov,,Phoenix Contact (Germany),1,1
https://openalex.org/A5111436123,F Bertini,https://orcid.org/0000-0002-8623-0725,University of Palermo,1,1
https://openalex.org/A5080364237,F. Guastavino,https://orcid.org/0000-0001-6733-4644,University of Genoa,1,1
https://openalex.org/A2201183092,F. Guastavino,https://orcid.org/0000-0001-6733-4644,University of Genoa,1,1
https://openalex.org/A5107941550,F. Parodi,,,0,1
https://openalex.org/A5012140426,F. Silvestro,,University of Genoa,1,1
https://openalex.org/A5088506600,F. Silvestro,https://orcid.org/0000-0002-2228-9832,University of Genoa,1,1
https://openalex.org/A5083499606,Fabio Currò,https://orcid.org/0000-0003-1055-5483,University of Genoa,1,1
https://openalex.org/A5040468266,Fabio D’Agostino,https://orcid.org/0000-0001-6936-9365,University of Genoa,1,1
https://openalex.org/A5063526674,Fabio Rizzoglio,https://orcid.org/0000-0002-6744-4605,,0,1
https://openalex.org/A5107936277,Fabrizio D’Ortenzio,,,0,1
https://openalex.org/A5018730040,Fabrizio Piazza,https://orcid.org/0000-0002-3385-3224,University of Milano-Bicocca,1,1
https://openalex.org/A5028575502,Fabrizio Ravicchio,https://orcid.org/0000-0002-1344-2209,,0,1
https://openalex.org/A5080974920,Fabrizio Rocchi,,Italian Institute of Technology,1,1
https://openalex.org/A5003989655,Fanwang Meng,https://orcid.org/0000-0003-2886-7012,Queen's University,1,1
https://openalex.org/A5032595492,Farnaz Heidar‐Zadeh,https://orcid.org/0000-0002-2069-050X,Queen's University,1,1
https://openalex.org/A5093719388,Federica Di Antonio,https://orcid.org/0009-0007-1552-0737,Associazione Italiana Sclerosi Multipla,1,1
https://openalex.org/A5019072618,Federico Benvenuto,https://orcid.org/0000-0002-4776-0256,University of Genoa,1,1
https://openalex.org/A5118867839,Federico Bottino,,,0,1
https://openalex.org/A5114349891,Federico Graffione,,University of Genoa,1,1
https://openalex.org/A5091627430,Federico Mazzacane,https://orcid.org/0000-0002-2224-8002,,0,1
https://openalex.org/A5019405932,Federico P. Cortese,https://orcid.org/0000-0002-6931-3924,,0,1
https://openalex.org/A5019756252,Felix Obite,https://orcid.org/0000-0001-7644-8571,University of Genoa,1,1
https://openalex.org/A5037686301,Felix Siebenhühner,https://orcid.org/0000-0002-2621-9145,University of Helsinki,1,1
https://openalex.org/A5011518597,Filippo Agresti,https://orcid.org/0000-0001-5954-449X,Institute of Condensed Matter Chemistry and Technologies for Energy; National Research Council,2,1
https://openalex.org/A5080691226,Filippo Sante,,University of Genoa,1,1
https://openalex.org/A5041166236,Flaminia Chellini,https://orcid.org/0000-0002-8974-1299,University of Florence,1,1
https://openalex.org/A5029949770,Fouad Sakr,https://orcid.org/0000-0002-6905-5814,Aptiv (Germany),1,1
https://openalex.org/A5015653043,Francesca D’Amico,https://orcid.org/0000-0002-1859-8958,University of Genoa,1,1
https://openalex.org/A5117126534,Francesca Oliveri,,University of Genoa,1,1
https://openalex.org/A5037095253,Francesca Villa,https://orcid.org/0000-0002-6684-9635,Institute of Condensed Matter Chemistry and Technologies for Energy; National Research Council,2,1
https://openalex.org/A5024369003,Francesca Visentin,https://orcid.org/0000-0002-4266-7001,Institute of Condensed Matter Chemistry and Technologies for Energy; National Research Council,2,1
https://openalex.org/A5063879277,Francesco Burlando,https://orcid.org/0000-0001-5535-8382,,0,1
https://openalex.org/A5011185572,Francesco Calizzano,,University of Genoa,1,1
https://openalex.org/A5105761882,Francesco De Angelis,https://orcid.org/0000-0001-6053-2488,Italian Institute of Technology,1,1
https://openalex.org/A5045568861,Francesco Famà,https://orcid.org/0000-0002-9084-9037,Ospedale Policlinico San Martino; University of Genoa,2,1
https://openalex.org/A5023530253,Francesco Gentile,https://orcid.org/0000-0002-1724-6301,Magna Graecia University,1,1
https://openalex.org/A5034610243,Francesco Montagner,https://orcid.org/0000-0002-0590-9040,Institute of Condensed Matter Chemistry and Technologies for Energy; National Research Council,2,1
https://openalex.org/A5101664784,Francesco Palmieri,https://orcid.org/0000-0002-4585-2261,University of Florence,1,1
https://openalex.org/A5099342965,Francesco Pelusi,,,0,1
https://openalex.org/A5046028450,Francesco Rea,https://orcid.org/0000-0001-8535-223X,Italian Institute of Technology; University of Genoa,2,1
https://openalex.org/A2019452093,Francesco Rizzi,https://orcid.org/0000-0001-6226-6320,,0,1
https://openalex.org/A5017183696,Francesco Salamone,https://orcid.org/0000-0003-3215-3979,,0,1
https://openalex.org/A5044926937,Francesco Salvatore,https://orcid.org/0000-0002-2346-3564,Sapienza University of Rome,1,1
https://openalex.org/A5089644793,Francesco Sergio Pisani,https://orcid.org/0000-0003-2922-0835,,0,1
https://openalex.org/A5107154604,Francesco Soardi,https://orcid.org/0009-0003-4201-8815,University of Genoa,1,1
https://openalex.org/A5014302024,Francesco Tantussi,https://orcid.org/0000-0002-0812-082X,Italian Institute of Technology,1,1
https://openalex.org/A5066853663,Frank Stein,https://orcid.org/0000-0001-9695-1692,European Molecular Biology Organization,1,1
https://openalex.org/A5036141441,G. Gosta,https://orcid.org/0000-0001-7431-2179,"Istituto Nazionale di Fisica Nucleare, Sezione di Pavia",1,1
